user_id,total_spending_idr,avg_txn_idr,median_txn_idr,max_txn_idr,txn_count,std_amount_idr,weekend_ratio,night_ratio,month_start_ratio,month_end_ratio,above_avg_ratio,spike_ratio,unique_categories,unique_merchants,active_months,fraud_ratio,avg_dist_merchant,spending_cov,impulse_score,cat_belanja_online,cat_elektronik,cat_fashion_&_pakai,cat_hiburan,cat_investasi_&_asu,cat_kecantikan_&_pe,cat_kesehatan,cat_kesehatan_&_kec,cat_makanan_&_minum,cat_olahraga_&_gym,cat_pendidikan,cat_properti_&_reno,cat_pulsa_&_data,cat_restoran_&_kafe,cat_sembako_&_kebut,cat_transportasi,cat_travel_&_hotel,dominant_payment,gender,age,cluster,spending_persona,persona_encoded
BUDU00028,288551400,2384722.3140495867,1712200.0,11673300,121,2084070.6614495104,0.48760330578512395,0.2644628099173554,0.11570247933884298,0.21487603305785125,0.8347107438016529,0.11570247933884298,10,56,12,0.008264462809917356,0.19543471074380167,0.873925928050915,0.4343,4250300,26424500,33033400,16700200,47858000,7199000,0,0,0,7294400,0,40635200,0,55358800,0,0,49797600,Kartu Kredit,P,27.0,1,Impulsive Spender,1
BUDU00029,10235400,189544.44444444444,130850.0,748200,54,157619.71750359138,0.3333333333333333,0.2962962962962963,0.16666666666666666,0.2037037037037037,0.0,0.16666666666666666,9,38,12,0.0,0.14228518518518518,0.8315712864366742,0.2306,2510100,0,1356200,1131200,0,0,0,588800,3069500,0,70000,0,292000,0,576800,640800,0,Gopay,P,41.0,2,Emotional Spender,0
BUDU00030,946500,49815.78947368421,31100.0,155900,19,40677.39289086335,0.3157894736842105,0.21052631578947367,0.21052631578947367,0.3157894736842105,0.0,0.15789473684210525,6,18,10,0.0,0.2629157894736842,0.8165562228488152,0.1974,0,0,0,0,0,0,31100,0,243400,0,246200,0,171900,0,78800,175100,0,Tunai,P,45.0,0,Rational Spender,2
BUDU00031,1821000,56906.25,41150.0,187900,32,47406.192174141266,0.28125,0.28125,0.15625,0.34375,0.0,0.125,7,23,12,0.03125,0.206196875,0.8330577427636027,0.2016,0,0,66500,0,0,0,199700,0,445800,0,205800,0,73400,0,583300,246500,0,Dana,L,20.0,2,Emotional Spender,0
BUDU00032,28240500,486905.1724137931,379650.0,2675300,58,409501.20639987406,0.29310344827586204,0.1896551724137931,0.13793103448275862,0.2413793103448276,0.13793103448275862,0.1206896551724138,10,37,12,0.017241379310344827,0.06954310344827587,0.8410286634865777,0.2052,3799800,1655700,7119700,3143300,0,262600,0,0,6420000,1992900,0,0,0,672400,0,498800,2675300,Kartu Kredit,P,49.0,2,Emotional Spender,0
BUDU00033,31619900,619998.0392156863,337100.0,3896100,51,680657.200208797,0.2549019607843137,0.27450980392156865,0.17647058823529413,0.19607843137254902,0.29411764705882354,0.1568627450980392,9,36,12,0.0196078431372549,0.2931490196078431,1.0978376658575342,0.2539,6359100,1271800,4751500,1811200,0,3480900,0,0,1624600,3098400,0,0,0,8078400,0,1144000,0,Kartu Debit,L,45.0,2,Emotional Spender,0
BUDU00034,500024500,2890315.028901734,1996600.0,16721400,173,2744649.4024218614,0.3930635838150289,0.1791907514450867,0.17341040462427745,0.1791907514450867,0.815028901734104,0.11560693641618497,10,65,12,0.011560693641618497,0.2908757225433526,0.9496021627319903,0.3717,21141300,56261300,26790900,22218200,25275400,14674600,0,0,0,14127300,0,45001500,0,151479700,0,0,123054300,Kartu Kredit,P,41.0,1,Impulsive Spender,1
BUDU00035,10621500,151735.7142857143,120700.0,910000,70,129782.01348740405,0.4,0.2,0.18571428571428572,0.2714285714285714,0.014285714285714285,0.04285714285714286,8,41,12,0.0,0.28975,0.8553161930158907,0.2093,1711100,0,1221700,657500,0,0,0,1124200,4151900,0,201900,0,0,0,1124100,429100,0,Gopay,P,38.0,2,Emotional Spender,0
BUDU00036,335400,15971.42857142857,11400.0,53400,21,14641.316295235987,0.3333333333333333,0.09523809523809523,0.19047619047619047,0.19047619047619047,0.0,0.14285714285714285,5,13,7,0.0,0.10710952380952381,0.9167192671435771,0.1667,0,0,0,0,0,0,0,0,79400,0,10100,0,80300,0,111600,54000,0,Tunai,P,52.0,0,Rational Spender,2
BUDU00037,280500,21576.923076923078,15200.0,55400,13,19096.341440450222,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.23076923076923078,0.0,0.07692307692307693,4,11,9,0.0,0.24258461538461537,0.8850354321777286,0.1885,0,0,0,0,0,0,0,0,150300,0,0,0,22400,0,85200,22600,0,Tunai,L,50.0,0,Rational Spender,2
BUDU00038,188369300,2653088.732394366,1974300.0,14066100,71,2568416.8482076544,0.43661971830985913,0.22535211267605634,0.15492957746478872,0.23943661971830985,0.8732394366197183,0.07042253521126761,10,47,12,0.0,0.2596985915492958,0.9680855437841701,0.4056,17431800,14998700,15099900,13134700,13310200,6847100,0,0,0,7108300,0,29541700,0,47783900,0,0,23113000,Kartu Kredit,P,35.0,1,Impulsive Spender,1
BUDU00039,9861300,170022.41379310345,141700.0,492400,58,104560.76054956259,0.3275862068965517,0.20689655172413793,0.15517241379310345,0.13793103448275862,0.0,0.06896551724137931,9,38,12,0.0,0.2070103448275862,0.6149822145026143,0.1871,1854300,0,1433200,636500,0,0,0,278200,2965300,0,323700,0,278000,0,1352800,739300,0,Gopay,P,18.0,2,Emotional Spender,0
BUDU00040,41529600,561210.8108108108,396700.0,3150000,74,557371.5800412593,0.44594594594594594,0.24324324324324326,0.1891891891891892,0.33783783783783783,0.16216216216216217,0.0945945945945946,10,41,12,0.0,0.2677364864864865,0.9931590220722856,0.2757,6664800,4319200,1424200,4441300,0,4346800,0,0,9630600,1417500,0,0,0,4446400,0,843800,3995000,Kartu Debit,L,22.0,2,Emotional Spender,0
BUDU00041,1168400,58420.0,46250.0,195900,20,44335.72398250232,0.45,0.1,0.2,0.15,0.0,0.1,6,17,9,0.0,0.22762000000000002,0.7589134539969586,0.2025,0,0,37900,0,0,0,84800,0,614800,0,0,0,186000,0,127400,117500,0,Gopay,L,48.0,0,Rational Spender,2
BUDU00042,9041000,180820.0,125350.0,804500,50,166388.97383013368,0.36,0.28,0.18,0.14,0.02,0.06,8,37,12,0.0,0.150498,0.9201912057854976,0.223,3032800,0,232400,1288900,0,0,0,171900,1752800,0,188100,0,0,0,1773200,600900,0,Gopay,P,21.0,2,Emotional Spender,0
BUDU00043,5137400,165722.5806451613,118300.0,491800,31,120710.99842095973,0.25806451612903225,0.3870967741935484,0.12903225806451613,0.22580645161290322,0.0,0.12903225806451613,8,23,11,0.0,0.20290967741935487,0.7283919786370053,0.2258,1627800,0,318300,1050100,0,0,0,152100,1001100,0,0,0,102600,0,107500,777900,0,Gopay,P,30.0,2,Emotional Spender,0
BUDU00044,539400,24518.18181818182,17550.0,66100,22,17228.620605416094,0.13636363636363635,0.2727272727272727,0.18181818181818182,0.13636363636363635,0.0,0.13636363636363635,5,17,12,0.0,0.2393909090909091,0.7026875293273156,0.15,0,0,0,0,0,0,46900,0,132100,0,0,0,16400,0,206000,138000,0,Tunai,P,25.0,0,Rational Spender,2
BUDU00045,5907400,147685.0,95950.0,691500,40,143952.89213435815,0.45,0.25,0.275,0.175,0.0,0.1,8,27,12,0.0,0.25456,0.9747292692850198,0.2475,817200,0,611700,349000,0,0,0,382800,2626100,0,376700,0,0,0,485000,258900,0,Ovo,P,44.0,2,Emotional Spender,0
BUDU00046,304400,16021.052631578947,13600.0,37000,19,9926.48415700636,0.3157894736842105,0.15789473684210525,0.3157894736842105,0.3157894736842105,0.0,0.10526315789473684,5,15,9,0.0,0.16671052631578948,0.6195900098000028,0.1737,0,0,0,0,0,0,49800,0,62400,0,0,0,24500,0,101900,65800,0,Tunai,L,21.0,0,Rational Spender,2
BUDU00047,1440500,57620.0,45100.0,237500,25,52239.46464758867,0.28,0.2,0.28,0.2,0.0,0.08,7,20,12,0.0,0.274752,0.9066203513986232,0.17,0,0,282600,0,0,0,35500,0,251200,0,181000,0,139900,0,330600,219700,0,Gopay,L,37.0,0,Rational Spender,2
BUDU00048,281500,16558.823529411766,16000.0,58500,17,13109.302938349228,0.058823529411764705,0.29411764705882354,0.17647058823529413,0.11764705882352941,0.0,0.11764705882352941,4,12,8,0.0,0.11786470588235295,0.7916808168807704,0.1265,0,0,0,0,0,0,0,0,86700,0,0,0,58800,0,117900,18100,0,Tunai,L,21.0,0,Rational Spender,2
BUDU00049,1434400,46270.967741935485,36100.0,216500,31,40675.497895320936,0.3870967741935484,0.12903225806451613,0.1935483870967742,0.0967741935483871,0.0,0.0967741935483871,7,22,12,0.0,0.3659935483870968,0.879071691825815,0.1887,0,0,75700,113500,0,0,370800,0,133100,0,0,0,87400,0,458200,195700,0,Gopay,P,35.0,2,Emotional Spender,0
BUDU00050,228635300,2822658.024691358,1922100.0,11870400,81,2487331.549515675,0.35802469135802467,0.12345679012345678,0.20987654320987653,0.2962962962962963,0.8888888888888888,0.12345679012345678,10,47,12,0.024691358024691357,0.25833703703703703,0.8812018770101102,0.3586,7485300,34421200,19161100,2128400,38629700,5964500,0,0,0,11816700,0,18625700,0,56102400,0,0,34300300,Kartu Kredit,P,32.0,1,Impulsive Spender,1
BUDU00051,507900,22082.608695652172,16600.0,70100,23,16142.08649839726,0.34782608695652173,0.2608695652173913,0.17391304347826086,0.17391304347826086,0.0,0.13043478260869565,5,17,11,0.0,0.19422608695652174,0.7309863939026128,0.2196,0,0,0,0,0,0,66800,0,94900,0,99800,0,0,0,153100,93300,0,Tunai,P,51.0,0,Rational Spender,2
BUDU00052,10600400,170974.1935483871,137100.0,599000,62,122523.46303969949,0.24193548387096775,0.11290322580645161,0.1935483870967742,0.14516129032258066,0.0,0.08064516129032258,9,45,12,0.03225806451612903,0.2929516129032258,0.7166196283594363,0.1306,3520200,0,776900,887800,0,0,0,993900,2814600,0,70900,0,442700,0,712300,381100,0,Ovo,P,44.0,2,Emotional Spender,0
BUDU00053,11546300,167337.6811594203,105300.0,875000,69,153812.9977119363,0.2608695652173913,0.15942028985507245,0.18840579710144928,0.2608695652173913,0.014492753623188406,0.13043478260869565,9,43,12,0.0,0.35309710144927536,0.9191772985392381,0.1616,2498400,0,2249400,622100,0,0,0,660300,3170300,0,1082800,0,268900,0,664700,329400,0,Ovo,P,27.0,2,Emotional Spender,0
BUDU00054,12547500,187276.1194029851,137600.0,722700,67,137304.3005015792,0.3880597014925373,0.19402985074626866,0.11940298507462686,0.23880597014925373,0.0,0.1044776119402985,9,40,12,0.0,0.3837179104477612,0.733165023598789,0.2097,2103200,0,2649900,914200,0,0,0,466100,3713900,0,91600,0,674900,0,1140200,793500,0,Gopay,L,20.0,2,Emotional Spender,0
BUDU00055,8192600,151714.8148148148,114050.0,631000,54,111242.22831859229,0.35185185185185186,0.1111111111111111,0.09259259259259259,0.2777777777777778,0.0,0.09259259259259259,9,34,12,0.0,0.1024925925925926,0.7332324694485247,0.1704,1894700,0,2528700,252000,0,0,0,336600,1867900,0,95800,0,112800,0,742600,361500,0,Gopay,P,39.0,2,Emotional Spender,0
BUDU00056,63492100,616428.1553398059,405000.0,3750000,103,612415.7276027382,0.39805825242718446,0.27184466019417475,0.1553398058252427,0.24271844660194175,0.20388349514563106,0.08737864077669903,10,55,12,0.0,0.23986796116504852,0.9934908428463073,0.2748,8536900,6169000,10522300,6067800,0,2341800,0,0,12259400,1309800,0,0,0,9753200,0,2717900,3814000,Kartu Debit,L,34.0,2,Emotional Spender,0
BUDU00057,5108700,154809.0909090909,135700.0,503800,33,118335.5223602479,0.2727272727272727,0.24242424242424243,0.2727272727272727,0.18181818181818182,0.0,0.06060606060606061,8,25,12,0.0,0.2007151515151515,0.7643964683555856,0.1773,1212500,0,435300,296400,0,0,0,547200,1877600,0,0,0,207400,0,393800,138500,0,Gopay,L,34.0,2,Emotional Spender,0
BUDU00058,1235900,56177.27272727273,36900.0,163800,22,39105.83846092041,0.36363636363636365,0.13636363636363635,0.18181818181818182,0.18181818181818182,0.0,0.045454545454545456,7,19,11,0.0,0.235,0.6961149333605057,0.175,0,0,284000,0,0,0,181600,0,203100,0,38700,0,171800,0,196300,160400,0,Ovo,L,36.0,0,Rational Spender,2
BUDU00059,198700,19870.0,19850.0,44800,10,13219.518397682521,0.4,0.1,0.0,0.3,0.0,0.1,3,7,9,0.0,0.32045,0.6653003723041028,0.185,0,0,0,0,0,0,0,0,0,0,0,0,62400,0,116000,20300,0,Gopay,L,18.0,0,Rational Spender,2
BUDU00060,6767000,157372.09302325582,114400.0,563800,43,133819.3617665627,0.2558139534883721,0.18604651162790697,0.23255813953488372,0.23255813953488372,0.0,0.06976744186046512,8,26,12,0.0,0.11630232558139536,0.8503373069251066,0.1558,193300,0,374800,781000,0,0,0,1097400,2612700,0,289200,0,0,0,609300,809300,0,Gopay,P,34.0,2,Emotional Spender,0
BUDU00061,6584400,143139.13043478262,107050.0,665000,46,118795.22152428873,0.2826086956521739,0.2391304347826087,0.17391304347826086,0.17391304347826086,0.0,0.08695652173913043,9,31,12,0.021739130434782608,0.24795434782608697,0.8299283442860824,0.1837,531400,0,655500,973100,0,0,0,1163700,1471300,0,182900,0,537800,0,1003300,65400,0,Gopay,L,43.0,2,Emotional Spender,0
BUDU00062,6827200,166517.07317073172,111900.0,665000,41,137777.35645315418,0.34146341463414637,0.12195121951219512,0.12195121951219512,0.24390243902439024,0.0,0.14634146341463414,8,26,12,0.0,0.4005780487804878,0.827406786761677,0.178,1002400,0,308000,349900,0,0,0,607100,2633000,0,294200,0,0,0,1064800,567800,0,Gopay,P,38.0,2,Emotional Spender,0
BUDU00063,10910100,170470.3125,131400.0,875000,64,149770.24592682003,0.21875,0.203125,0.15625,0.265625,0.015625,0.109375,9,36,12,0.0,0.2081671875,0.878570841634493,0.157,1258100,0,1334800,1253600,0,0,0,391000,5027800,0,25300,0,258700,0,840900,519900,0,Gopay,P,33.0,2,Emotional Spender,0
BUDU00064,343605800,3368684.31372549,2340650.0,13994300,102,2902213.6483283895,0.43137254901960786,0.27450980392156865,0.11764705882352941,0.23529411764705882,0.9411764705882353,0.1568627450980392,10,48,12,0.0196078431372549,0.1764666666666667,0.8615273436289368,0.4451,10726400,39987600,25363000,8776700,24708100,9322900,0,0,0,11166800,0,43450300,0,90048000,0,0,80056000,Kartu Kredit,L,27.0,1,Impulsive Spender,1
BUDU00065,6985700,170382.92682926828,137600.0,824800,41,155336.1836508787,0.36585365853658536,0.07317073170731707,0.07317073170731707,0.07317073170731707,0.024390243902439025,0.07317073170731707,9,28,12,0.0,0.2920658536585366,0.9116886682345401,0.1659,1666100,0,740500,904700,0,0,0,351800,2256600,0,102300,0,128500,0,585900,249300,0,Kartu Debit,L,19.0,2,Emotional Spender,0
BUDU00066,361200,21247.058823529413,13200.0,77900,17,17888.09372344699,0.5294117647058824,0.17647058823529413,0.17647058823529413,0.23529411764705882,0.0,0.058823529411764705,5,14,10,0.0,0.2792058823529412,0.8419091730304508,0.2471,0,0,0,0,0,0,23900,0,185800,0,0,0,29500,0,98300,23700,0,Tunai,P,51.0,0,Rational Spender,2
BUDU00067,5434600,155274.2857142857,118600.0,451200,35,116704.61290055723,0.34285714285714286,0.2571428571428571,0.17142857142857143,0.2571428571428571,0.0,0.08571428571428572,8,25,12,0.0,0.10959999999999999,0.7516029609390761,0.21,1697300,0,1073500,86100,0,0,0,217000,1336000,0,0,0,225500,0,266200,533000,0,Kartu Debit,P,22.0,2,Emotional Spender,0
BUDU00068,538600,25647.619047619046,18300.0,130000,21,27660.343798434955,0.42857142857142855,0.23809523809523808,0.14285714285714285,0.09523809523809523,0.0,0.14285714285714285,6,18,11,0.0,0.23666666666666666,1.0784760857169218,0.2429,0,0,0,0,0,0,130000,0,41500,0,103900,0,100300,0,108700,54200,0,Tunai,L,41.0,2,Emotional Spender,0
BUDU00069,33771400,649450.0,460450.0,3107500,52,617414.1354924444,0.46153846153846156,0.17307692307692307,0.19230769230769232,0.34615384615384615,0.28846153846153844,0.11538461538461539,10,35,12,0.019230769230769232,0.14222692307692306,0.9506723157940479,0.2885,4635700,1274700,5165600,1969700,0,2176600,0,0,8577500,1937600,0,0,0,3245300,0,3091600,1697100,Kartu Kredit,L,39.0,2,Emotional Spender,0
BUDU00070,76387500,720636.7924528302,540950.0,3329100,106,632616.6074819682,0.3867924528301887,0.29245283018867924,0.14150943396226415,0.24528301886792453,0.32075471698113206,0.09433962264150944,10,53,12,0.0,0.14312358490566038,0.8778577698326118,0.3014,16792200,14386200,8763000,6011200,0,4389100,0,0,14909000,3483800,0,0,0,4774200,0,797500,2081300,Kartu Kredit,P,29.0,2,Emotional Spender,0
BUDU00071,2146500,59625.0,45050.0,237500,36,52643.44417195473,0.3611111111111111,0.16666666666666666,0.19444444444444445,0.3055555555555556,0.0,0.08333333333333333,8,26,12,0.0,0.2025,0.8829089169300584,0.1889,0,0,431000,7200,0,0,321300,0,426900,0,287000,0,193800,0,246300,233000,0,Gopay,L,44.0,2,Emotional Spender,0
